"","source","snippet","summary","date","doc_type","id","headline","author"
"17","https://www.nytimes.com/2002/09/11/us/threats-responses-response-heightened-us-alert-bring-little-change-across.html","Most Americans will see few signs that the nation has moved to the highest state of alert since the Sept. 11 attacks because state and local police agencies were already strengthening security for the anniversary. Most officials said few changes w...","Most Americans will see few signs that nation has moved to highest state of alert since Sept 11 attacks because state and local police agencies were already strengthening security for anniversary; photo; these officials say Atty Gen John Ashcroft and homeland security director Tom Ridge have provided no evidence that threat has increased in last 48 hours; Gov George Pataki says New York City is already at equivalent of orange alert; other governors also comment (M)","2002","News","4fd2227f8eb7c8105d7a7b5e","Heightened U.S. Alert to Bring Little Change Across Country","By JOHN M. BRODER and JIM YARDLEY"
"18","https://www.nytimes.com/2002/09/02/nyregion/newburgh-journal-melee-upstate-is-sign-of-urban-woes.html","When fighting broke out on Aug. 25 at Broadway and Dubois Street, word spread quickly among the many people whiling away the warm summer night on sidewalks and street corners.     The fracas began, the police said, when someone threw a bottle or a...","Recent violence in streets of poorest neighborhoods of Newburgh, NY, echoes 1970's, when city experienced disturbances in streets and in schools at time when population was declining, many white residents were moving to surrounding towns and urban renewal was forcing many black residents from their homes; then and now, Hispanic and African-American residents complained of underrepresentation in police department and in government; Mayor Andrew Marino contends that racial issues and tensions that marked disturbances in 1970's are not evident now; notes number of African-Americans elected to city posts; photos; map (M)","2002","News","4fd238a08eb7c8105d7cbebe","Newburgh Journal; Melee Upstate Is Sign of Urban Woes",NA
"19","https://www.nytimes.com/2002/11/03/us/2002-campaign-initiatives-voters-consider-ballot-proposals-marijuana-use.html","Voters in dozens of states will face a series of initiatives and referendums when they go to the polls next week, including proposals to expand after-school programs in California, abolish bilingual education in Massachusetts, decriminalize Nevada...","Voters in dozens of states face total of 203 initiatives and referendums on Nov 5, including proposals to expand after-school programs in California, abolish bilingual education in Massachusetts, decriminalize Nevadans' personal use of marijuana and set new guidelines for confinement of pregnant pigs in Florida; Oregon has two of most closely watch and intensely fought ballot initiatives, one to provide comprehensive health care for all residents, financed by new income and payroll tax, and one to require labels identifying genetically engeered foods sold in state (M)","2002","News","4fd23bac8eb7c8105d7d0a64","Voters to Consider Ballot Proposals on Marijuana Use, Bilingual Schools and Pigs","By CHRISTOPHER MARQUIS"
"20","https://www.nytimes.com/2002/10/26/world/anti-semitic-elders-of-zion-gets-new-life-on-egypt-tv.html","The images flash quickly across the television screen. They show a bloody face, Victorian men and women in a drawing room, soldiers wielding rifle butts. And a man in black hat with side curls and long beard.    An Egyptian satellite television ch...","Egyptian satellite television channel will broadcast series that incorporates ideas from document that has been pillar of anti-Semitic hatred for century, infamous czarist forgery 'The Protocols of the Elders of Zion'; document appears to be gaining new foothold in part of Arab world; series, Horse Without a Horseman, traces history of Middle East from 1855 to 1917 through eyes of Egyptian who fought British occupiers and Zionist movement; episodes will be shown nightly through Islamic holy month of Ramadan, guaranteeing maximum viewership; potential audience numbers in tens of millions; 'Protocols,' which purports to depict Jewish leaders plotting world dominion, has long been recognized as fabrication by czarist secret police; still, show's backers say they are keeping open mind about its authenticity; Abraham Foxman of Anti-Defamation League of B'nai B'rith says anti-Semitic writings and images are on rise in Arab world (M)","2002","News","4fd26b2a8eb7c8105d822feb","Anti-Semitic 'Elders of Zion' Gets New Life on Egypt TV","By DANIEL J. WAKIN"
"21","https://www.nytimes.com/2002/10/18/world/border-tension-a-growth-industry-for-kashmir.html","As one might expect of a place racked by 13 years of conflict, the road from the airport into this summer capital is lined with troops.    But it is also lined with mansions, many of them brand new, that would not look out of place in Westchester ...","India-Pakistan standoff over Kashmir has been economic boon to Srinagar; although many have died in 13 years of conflict, much money has been made; in some cases that is despite conflict; in other cases it is because of it; although traditonal tourism has vanished, there is much money to be made in co-called 'olive tourism,' reference to hundreds of thousands of members of Indian security forces stationed in state, who spend their petty cash in Srinagar; photos (M)","2002","News","4fd23a628eb7c8105d7ce937","Border Tension a Growth Industry for Kashmir","By AMY WALDMAN"
"22","https://www.nytimes.com/2002/07/11/world/britain-to-stop-arresting-most-private-users-of-marijuana.html","Britain, which has one of the highest rates of cannabis use in Europe, said today that it was relaxing its laws on marijuana smoking, keeping the practice theoretically illegal but making private use in discreet amounts no longer subject to arrest...","Home Sec David Blunkett announces relaxation of Britain's laws on marijuana smoking, keeping practice theoretically illegal but making private use in discreet amounts no longer subject to arrest; government will at same time raise punishment for marijuana dealing and step up drug education and treatment of abusers; move, which follows recommendations of parliamentary committee, stirs criticism from Conservative opposition and some Labor politicians; Keith Hellawell, former antidrug chief, resigns as government adviser, saying country is moving further toward decriminalization; estimated 5 million people in Britain regularly use marijuana, and government data show it use has risen sharply in last 20 years; photo (M)","2002","News","4fd238e48eb7c8105d7cc342","Britain to Stop Arresting Most Private Users of Marijuana","By WARREN HOGE"
"24","https://www.nytimes.com/2002/11/08/us/trying-to-overcome-embarrassment-labor-opens-a-drive-to-organize-wal-mart.html","In corporate America, there is nothing like Wal-Mart. In just 40 years, it has become the nation's biggest company and the world's largest retailer. In the United States alone, it owns 3,300 stores and employs more than one million workers.    And...","Organized labor mounts all-out effort to unionize employees of Wal-Mart, which has become nation's biggest company, employing more than one million workers, not one of them a union member; unions have had only one organizing success to date, butcher's department in Texas store that was disbanded two weeks later; United Food and Commercial Workers Union is pushing campaign at nearly 100 stores in 20 states, hiring disaffected managers as organizers and creating radio show and Web site lambasting Wal-Mart working conditions; photos; NLRB has filed more than 40 complaints against company in last four years, charging illegal firings and intimidation; company says it fends off unions by keeping workers happy and paying competitive wages (M)","2002","News","4fd21f848eb7c8105d7a23eb","Trying to Overcome Embarrassment, Labor Opens a Drive to Organize Wal-Mart","By STEVEN GREENHOUSE"
"25","https://www.nytimes.com/2002/08/04/travel/practical-traveler-keeping-home-safe-and-sound.html","SOME people, when planning a vacation, focus so completely on getting away that they neglect to attend to the place they are leaving behind. But nothing will deflate holiday euphoria faster than a home that's been robbed or flooded in the owners' ...","Martha Stevenson Olson Practical Traveler column offers suggestions to keep homes safe from burglars and free of plumbing accidents while on vacation; drawing (M)","2002","News","4fd26a4b8eb7c8105d82172b","Keeping Home Safe and Sound","By MARTHA STEVENSON OLSON"
"26","https://www.nytimes.com/2001/09/28/us/nation-challenged-president-bush-increase-federal-role-security-airports.html","Trying to soothe the frayed nerves of reluctant American travelers, President Bush announced today that the federal government would take on a larger role in airport security and that more than 4,000 National Guard troops would begin protecting th...","Pres Bush announces that federal government would take on larger role in airport security and that more than 4,000 National Guard troops would begin protecting nation's 420 commercial airports within days; says troops will be stationed at airport metal detectors and machines screening carry-on luggage; use of National Guard troops will be temporary measure until federal government establishes what Bush administration official describes as new agency to oversee all domestic airport security; says new approach would give government more control over training, performance standards, wages and benefits; Bush says he will give grants to airlines to allow them to develop stronger cockpit doors and transponders that cannot be switched off from cockpit; there will also be government grants available to pay for video monitors in cockpit to alert pilots to trouble in cabin; new technology, probably far in future, would allow air traffic controllers to land distressed planes by remote control; photo (M)","2001","News","4fd218ea8eb7c8105d79638b","Bush to Increase Federal Role in Security at Airports","By ELISABETH BUMILLER"
"28","https://www.nytimes.com/2002/08/04/nyregion/looking-test-scores-little-less-testily-mayor-s-school-system-buck-stops-here-so.html","This summer, as New Yorkers watched soccer, sipped Frappuccinos and lamented their fate in sweltering subway stations, the Bloomberg administration was busy making profound changes to the administration of the city's public school system.    In th...","Mayor Michael R Bloomberg's success in winning control of New York City's public schools and promise to take blame for any failures going forward should help end finger-pointing that has long poisoned relations between City Hall, Board of Education, teachers, principles and superintendents, and he clearly hopes that this will free up prodigious amounts of energy, intelligence and talent that can be trained on problems in classroom; photos (M)","2002","News","4fd26a4b8eb7c8105d821725","Looking at Test Scores a Little Less Testily; In Mayor's School System, the Buck Stops Here. So Does the Blame Game.","By JENNIFER STEINHAUER"
"29","https://www.nytimes.com/2002/06/20/world/mideast-turmoil-the-overview-jerusalem-blast-kills-six-israelis-army-raids-start.html","For the second day in a row, a Palestinian suicide bomber struck this embattled city on Wednesday, this time killing six people at a bus stop, even as Israel began carrying out a policy of taking back land on the West Bank in retaliation for the a...","Second Palestinian suicide bomber strikes Jerusalem, killing six people at bus stop, even as Israel implements policy of taking back West Bank land in retaliation for attacks; Palestinian leader Yasir Arafat condemns both bombings; new bombing apparently spurs series of Israeli military actions, reportedly including helicopter gunship attacks in Gaza Strip and fierce firefight in Qalqilya; Israel, responding to first bombing, moved trailer houses into Jenin, shut city down in curfew and rounded up hundreds of Palestinians; map; photo (M)","2002","News","4fd280d68eb7c8105d84c783","JERUSALEM BLAST KILLS SIX ISRAELIS; ARMY RAIDS START","By JOHN KIFNER"
"30","https://www.nytimes.com/2002/09/20/nyregion/threats-responses-buffalo-case-murky-lives-fateful-trip-buffalo-terrorism-case.html","Faith, the handful of young men told friends and family, propelled them to leave their homes here in the spring of 2001 and seek religious instruction in Pakistan. What they brought back, according to the government, were the beginnings of an educ...","Murky case against eight Lackawanna, NY, men is sort that could become more familiar as government tries to thwart terrorism on American soil; authorities are describing their arrest as pre-emptive strike against potentially deadly Qaeda sleeper cell, but there is scarcity of publicly revealed evidence and there are expressions of outrage from mens' local supporters; Muslims have pledged houses and bank accounts to secure their release from jail; federal authorities have made clear that they will act when they have concerns, even if evidence is incomplete or dimensions of possible threat unknown; this has raised fears that mistakes have been made, risks overstated and lives ruined; Magistrate Judge H Kenneth Schroeder Jr, who is overseeing case, has expressed same concerns at bail hearing for six of men; federal prosecutors in Buffalo say seven men traveled to Pakistan in spring of 2001, ostensibly to seek religious instruction, but instead they got education in terorrism at fortified military camp in Afghanistan run by Al Qaeda; prosecutors say they know of no specific act men planned to commit, but it is government contention that their mere attendance at notorious Qaeda camp, where Osama bin Laden himself spoke to trainees about jihad, violates 1996 federal law against providing 'material support or resources' for terrorists; case described; photos (L)","2002","News","4fd233368eb7c8105d7c3c3a","Murky Lives, Fateful Trip In Buffalo Terrorism Case","This article was reported by John Kifner, Marc Santora and Susan Sachs and was written by Ms. Sachs"
"31","https://www.nytimes.com/2002/09/29/nyregion/in-morristown-a-time-of-change-and-growing-pains.html","THE view from the weathered mansions on Macculloch Avenue has not shifted much in the past century: the shade trees, privet hedges and generous sidewalks remain despite the surge of traffic that increasingly surrounds them.    Morristown, showing ...","Profile of Morristown, historic New Jersey town that is beginning to look more like a city; Hispanic population has more than doubled in past decade, to 5,000 out of 19,000 residents; Mayor Jay DeLaney has appointed advisor for Latino affairs, schools have added Spanish language courses but some friction has arisen over overcrowding, redevelopment and politics; photos (L)","2002","News","4fd239698eb7c8105d7cd06e","In Morristown, A Time of Change And Growing Pains","By JEREMY PEARCE"
"32","https://www.nytimes.com/2001/10/15/world/nation-challenged-demonstrators-pakistani-police-kill-2-protesters-near-airport.html","Two demonstrators were killed and at least six were wounded today when the police fired on a stone-throwing crowd trying to block entrances to an airport where American aircraft are based to provide logistical support for airstrikes on Afghanistan...","Two demonstrators die and at least six are wounded when Pakistani police fire on stone-throwing crowd near entrances to airport near city of Jacobabad, where American aircraft are based for logistical support for air strikes on Afghanistan; demonstration is organized by Jamiat Ulema Islam, militant Islamic religious political party that has orchestrated most of protests across Pakistan in week since start of air strikes; large turnout raises concerns among Pakistani officials that political unrest may be growing; poll indicates slight majority of Pakistanis back country's cooperation with US, but that three-quarters oppose allowing American forces to use Pakistani airfields or to launch special forces attacks on Afghanistan from within Pakistan; call by Jamiat Ulema Islam for nationwide strike on October 15 during meeting between Sec of State Colin Powell and Pres Pervez Musharraf in capital of Islamabad noted; Afghanistan's ruling Taliban permits foreign journalists in country for first time in month; allow reporters to view destruction caused by air strikes that leveled village of Karam in eastern Afghanistan; photos (M)","2001","News","4fd20f988eb7c8105d7826cc","Pakistani Police Kill 2 Protesters Near Airport Used by U.S. Planes","By DOUGLAS FRANTZ"
"33","https://www.nytimes.com/2001/08/10/nyregion/search-rules-stricter-for-new-jersey-troopers.html","By mid-September, New Jersey state troopers will be required to get a sergeant's approval before conducting a type of vehicle search that has been at the heart of the turmoil over racial profiling.    The head of the state police, Col. Carson Dunb...","Col Carson Dunbar, head of New Jersey state police, institutes policy effective by mid-September to end improper instances of consent searches; troopers will be required to get sergeant's approval prior to conducting searches (M)","2001","News","4fd25c078eb7c8105d80999f","Search Rules Stricter for New Jersey Troopers","By ROBERT HANLEY"
"35","https://www.nytimes.com/2002/06/28/nyregion/news-summary-759198.html","INTERNATIONAL   A3-11    China Emerging as Rival To U.S. in Asian Trade  China is rapidly strengthening its economic presence across Asia, gobbling up foreign investment and chipping away at the United States' position as the region's economic eng...",NA,"2002","Summary","4fd21d8b8eb7c8105d79e905","NEWS SUMMARY",NA
"37","https://www.nytimes.com/2002/07/28/weekinreview/the-nation-be-afraid-be-very-afraid.html","GIVEN the tightening of aviation security, a short hop in the friendly skies could soon feel like a trip through the Wild West on a Wells Fargo stagecoach. Federal marshals are riding shotgun. Members of Congress want to see pilots carrying guns. ...","Some experts warn airport security system designed to reassure people can actually enhance fear; note obvious precautions tend to make people feel place is unsafe; at issue is whether security can be increased in way that is beneficial without increasing fear levels that deter people from traveling; some experts suggest invisible wall of security that includes heavy reliance on surveillance cameras and undercover guards; others say visible measures might act as deterrent; photo (M)","2002","News","4fd21d8d8eb7c8105d79ea2f","The Nation; Be Afraid, Be Very Afraid","By EDWARD WONG"
"38","https://www.nytimes.com/2002/07/28/magazine/nation-building-lite.html","The Warlords  The bulky American in combat camouflage, sleeveless pocket vest, wraparound sunglasses and floppy fishing hat is not going to talk to me. He may be C.I.A. or Special Forces, but either way, I'm not going to find out. These people don...","Prof Michael Ignatieff commentary on America's peacekeeping, or nation-building, efforts in Mazar-i-Sharif, Afghanistan; says America's war on terrorism is exercise in imperialism and contends terrorism cannot be controlled unless order is built in anarchic zones where terrorists find shelter; scores Bush administration for its unwillingness to commit major investment to Afghanistan, contending peace will be unstable; American resources are there only to deter larger battles and may be unable to stem slide into civil war, as warlordism prevails and holds sway over country; resources are scarce in Kabul, and without them, it is impossible to develop national prestige and armed force to route power from warlords to central authority; American forces are too scanty to do much more than train army, one that is likely to become ethnic militia; nation-building is time consuming, bloody process that requires more commitment than America appears willing to make; maintains Bush administration will set tone for other countries involved in helping Afghanistan get back on its feet, and says that if it takes occupation lightly, other nations will follow suit, leaving country open once again to opportunistic terrorists and drug traffickers; photos (L)","2002","News","4fd21d8d8eb7c8105d79ea25","Nation-Building Lite","By Michael Ignatieff"
"39","https://www.nytimes.com/2002/06/22/nyregion/news-summary-666009.html","INTERNATIONAL   A3-6    Israeli Cabinet Orders Seizure of West Bank  Prime Minister Ariel Sharon's security cabinet followed through on a plan for all-out seizure of the West Bank, scrapping a tactic of intermittent raids in favor of a permanent a...",NA,"2002","Summary","4fd27f5a8eb7c8105d84952c","NEWS SUMMARY",NA
"40","https://www.nytimes.com/2002/09/06/movies/critic-s-notebook-television-s-special-day-of-pain-and-comfort.html","IN tribute to the victims of the 9/11 attacks, Blue Man Group has created an eloquent video. The usually explosive performance artists do not appear in it; there are no blue-painted heads in sight. Instead, pieces of white paper drift down in fron...","Caryn James Critic's Notebook column on television programming plans for anniversary of Sept 11 terrorist attacks (M)","2002","News","4fd21ee18eb7c8105d7a1260","Television's Special Day of Pain and Comfort","By CARYN JAMES"
"41","https://www.nytimes.com/2002/06/04/world/wolfowitz-in-philippines-looks-to-a-greater-us-role.html","Deputy Defense Secretary Paul D. Wolfowitz came to the Philippines today to assess plans for American troops to extend a counterterrorism training mission with the Philippine military and to become more involved in searching for two Americans held...","Deputy Defense Sec Paul D Wolfowitz arrives, Tabiawan, Philippines, to assess plans for American troops to extend counterterrorism training mission with Philippine military and to become more involved in searching for Gracia and Martin Burnham, Americans held by militant Muslim group Abu Sayyaf; meets with American and Philippine commanders and community leaders on Basilan Island; maps; photo (M)","2002","News","4fd232a58eb7c8105d7c27dd","Wolfowitz, in Philippines, Looks to a Greater U.S. Role","By ERIC SCHMITT"
"42","https://www.nytimes.com/2002/05/26/nyregion/a-line-in-the-water.html","EACH day, thousands of cargo ships and tankers from around the globe glide into and out of ports from Delaware Bay to Napatree Point in Connecticut -- all with the capacity to be the vehicle of the next terrorism disaster.    In the Port of New Yo...","Article on US Coast Guard's responsibility for waters from Delaware Bay to Connecticut as summer recreational boating season gets underway; Coast Guard, whose focus has been on homeland security since September 11 terrorist attacks, finds itself stretched thin in other areas such as fisheries enforcement in northeast and migrant interdiction in south; photos (L)","2002","News","4fd22f758eb7c8105d7bdeec","A Line in the Water","By GEORGE JAMES"
"43","https://www.nytimes.com/2002/03/06/nyregion/reality-video-all-too-stark-preacher-hopes-taping-can-save-a-drug-riddled-area.html","The rapper Tupac Shakur had a song ''Death Around the Corner'' that described the hell of living in a world of drugs and guns, a world that the Rev. Cornell Lewis and other North End residents here know all too well.     In their world, young girl...","Cornell Lewis, pastor of North Haven, Conn, Northend Church of Christ, is trying to quash drug traffic by training video camera on spot where dealers meet customers; action has brought death threats and dealers watch carefully as Lewis travels through neighborhood; photo (M)","2002","News","4fd2628a8eb7c8105d81485f","Reality Video, All Too Stark; Preacher Hopes Taping Can Save a Drug-Riddled Area","By PAUL ZIELBAUER"
